Nitrogen,Ammonia,Temperature,Inflow,BOD
0.9806507647214899,-1.9158674990852802,-1.0740724742834,-0.5681242090166195,1.635361551234773
-0.013428726341253631,0.953886706268331,-0.710441728783623,0.44591754033721126,-1.6325377319105394
2.8476276427883236,1.8148129678744145,-0.1554263803892261,1.3858857110228793,2.405598682044767
-1.0413040233167632,0.3799358651976088,-1.4951186006515633,1.272221081687248,-1.0342953002134572
0.3583251386992097,-0.0505272656054329,-0.7869955699414706,0.6668611456750108,-0.8847346922891864
0.6750401198245861,-0.9114535272115163,0.03595822250539352,0.5710763456730744,0.6554404481149524
-0.6705157527309515,0.66691128573297,0.5335581900314044,2.138115673704751,-1.1838559081377276
1.0033422344057763,-0.33750268614079404,1.1842658398731114,0.24285376433310674,0.31175017110497827
-0.24517139545738414,-1.7723797888175996,-1.2271801565990959,0.2990475136675766,-0.4360528685163747
-0.32097056014745406,1.5278375473390533,-1.3611493786253295,0.5161597270052986,-0.7351740843649158
-0.6883792501419863,-1.341916658014558,0.5718351106103282,-1.5387435157029068,0.31175017110497827
-0.33979965201313705,0.5234235754652894,-0.5190571258890034,-1.0994105663606928,0.012628955256437095
-0.2644832845503947,1.5278375473390533,0.41872742829463305,-1.1939182356959364,0.012628955256437095
-0.24517139545738414,-0.33750268614079404,-0.9592417125466283,0.466351631004291,-0.1369316526678335
-0.5947165880408851,-0.0505272656054329,-0.4425032847311555,0.6681382763417038,-0.8847346922891864
-0.06122565184645424,0.953886706268331,1.9498042514515899,0.8175625643447242,-0.2864922605921041
-0.3678018911980064,0.5234235754652894,1.1268504590047255,-1.1568814463618544,-1.0342953002134572
-0.6666533749123515,0.09296044466224766,-0.8252724905203948,-0.8273817343551939,-0.17432180464890115
0.7730479569716183,0.5234235754652894,0.2847582062683988,-0.6868973610190204,1.2838941226127372
1.2881925985276903,0.953886706268331,-0.2893956024154597,-0.5872811690170069,1.9270047366871006
-0.44939462261597635,0.09296044466224766,-0.4999186655995412,2.2147435137063005,-1.9316589477590806
1.2597075621155003,0.3799358651976088,0.9354658561101059,-0.8273817343551939,0.5360910829913842
-1.0910321377312673,-1.4854043682822387,-1.5525339815199493,-0.3931573076797494,-1.3334165160619982
-0.5251937873060428,1.0973744165360115,0.45700434887355684,0.8775877056792705,-0.5856134764406453
-0.8119753403372568,-1.1984289477468775,0.18906590482108934,0.9120702336799678,-1.3334165160619982
0.5181310209438738,1.2408621268036921,0.8014966340838723,2.8226577110519226,-0.1369316526678335
0.443297450708459,1.0973744165360115,-1.0740724742834,1.5391413910259764,-0.8847346922891864
-0.6705157527309515,0.09296044466224766,-0.2702571421259978,-0.7392597183534126,-0.5856134764406453
1.2379816868858622,0.953886706268331,1.9498042514515899,1.145785145684692,-0.2864922605921041
-0.4730516867549146,-0.0505272656054329,0.18906590482108934,-0.5349188116826152,-0.2117119566299688
-1.6023144014687323,-1.9158674990852802,-0.6913032684941608,-0.31525233701150857,0.12479941119964004
0.6755229170519137,-0.33750268614079404,1.4330658236361165,-0.9103952276902052,-0.2864922605921041
-2.31057793395491,-1.4854043682822387,-0.8252724905203948,-1.2679918143641,-0.9819490874399623
-0.4015976971107723,0.8103989960006505,0.2656197459789372,-0.5987753450172392,0.012628955256437095
